taxid	species	genus	family	order	class	phylum	kingdom	superkingdom	count
374847	Candidatus Korarchaeum cryptofilum 	Candidatus Korarchaeum 	NA 	NA 	NA 	Candidatus Korarchaeota 	NA 	Archaea	1602
662761	Candidatus Parvarchaeum acidophilus 	Candidatus Parvarchaeum 	NA 	NA 	NA 	Candidatus Parvarchaeota 	NA 	Archaea	1002
28889	NA 	NA 	NA 	NA 	NA 	Crenarchaeota 	NA 	Archaea	37074
666510	Acidilobus saccharovorans 	Acidilobus 	Acidilobaceae 	Acidilobales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	1499
1056495	Caldisphaera lagunensis 	Caldisphaera 	Caldisphaeraceae 	Acidilobales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	1477
272557	Aeropyrum pernix 	Aeropyrum 	Desulfurococcaceae 	Desulfurococcales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	1698
490899	Desulfurococcus amylolyticus 	Desulfurococcus 	Desulfurococcaceae 	Desulfurococcales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	1470
453591	Ignicoccus hospitalis 	Ignicoccus 	Desulfurococcaceae 	Desulfurococcales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	1434
583356	Ignisphaera aggregans 	Ignisphaera 	Desulfurococcaceae 	Desulfurococcales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	1929
399550	Staphylothermus marinus 	Staphylothermus 	Desulfurococcaceae 	Desulfurococcales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	1570
1184251	Thermogladius calderae 	Thermogladius 	Desulfurococcaceae 	Desulfurococcales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	1414
633148	Thermosphaera aggregans 	Thermosphaera 	Desulfurococcaceae 	Desulfurococcales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	1387
415426	Hyperthermus butylicus 	Hyperthermus 	Pyrodictiaceae 	Desulfurococcales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	1602
2309	Pyrodictium occultum 	Pyrodictium 	Pyrodictiaceae 	Desulfurococcales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	1602
694429	Pyrolobus fumarii 	Pyrolobus 	Pyrodictiaceae 	Desulfurococcales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	1967
1163730	Fervidicoccus fontis 	Fervidicoccus 	Fervidicoccaceae 	Fervidicoccales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	1384
933801	Acidianus hospitalis 	Acidianus 	Sulfolobaceae 	Sulfolobales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	2329
399549	Metallosphaera sedula 	Metallosphaera 	Sulfolobaceae 	Sulfolobales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	2256
273057	Saccharolobus solfataricus 	Saccharolobus 	Sulfolobaceae 	Sulfolobales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	2938
330779	Sulfolobus acidocaldarius 	Sulfolobus 	Sulfolobaceae 	Sulfolobales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	2221
273063	Sulfurisphaera tokodaii 	Sulfurisphaera 	Sulfolobaceae 	Sulfolobales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	2805
368408	Thermofilum pendens 	Thermofilum 	Thermofilaceae 	Thermoproteales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	1876
397948	Caldivirga maquilingensis 	Caldivirga 	Thermoproteaceae 	Thermoproteales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	1962
178306	Pyrobaculum aerophilum 	Pyrobaculum 	Thermoproteaceae 	Thermoproteales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	2590
340102	Pyrobaculum arsenaticum 	Pyrobaculum 	Thermoproteaceae 	Thermoproteales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	2296
768679	Thermoproteus tenax 	Thermoproteus 	Thermoproteaceae 	Thermoproteales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	2047
999630	Thermoproteus uzoniensis 	Thermoproteus 	Thermoproteaceae 	Thermoproteales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	2185
572478	Vulcanisaeta distributa 	Vulcanisaeta 	Thermoproteaceae 	Thermoproteales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	2493
224325	Archaeoglobus fulgidus 	Archaeoglobus 	Archaeoglobaceae 	Archaeoglobales 	Archaeoglobi 	Euryarchaeota 	NA 	Archaea	2399
572546	Archaeoglobus profundus 	Archaeoglobus 	Archaeoglobaceae 	Archaeoglobales 	Archaeoglobi 	Euryarchaeota 	NA 	Archaea	1822
693661	Archaeoglobus veneficus 	Archaeoglobus 	Archaeoglobaceae 	Archaeoglobales 	Archaeoglobi 	Euryarchaeota 	NA 	Archaea	2065
589924	Ferroglobus placidus 	Ferroglobus 	Archaeoglobaceae 	Archaeoglobales 	Archaeoglobi 	Euryarchaeota 	NA 	Archaea	2463
272569	Haloarcula marismortui 	Haloarcula 	Haloarculaceae 	Halobacteriales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	4234
485914	Halomicrobium mukohataei 	Halomicrobium 	Haloarculaceae 	Halobacteriales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	3343
268739	Natronomonas moolapensis 	Natronomonas 	Haloarculaceae 	Halobacteriales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	2723
348780	Natronomonas pharaonis 	Natronomonas 	Haloarculaceae 	Halobacteriales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	2764
795797	Halalkalicoccus jeotgali 	Halalkalicoccus 	Halobacteriaceae 	Halobacteriales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	3779
64091	Halobacterium salinarum 	Halobacterium 	Halobacteriaceae 	Halobacteriales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	2426
2250	Halococcus morrhuae 	Halococcus 	Halococcaceae 	Halobacteriales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	3035
523841	Haloferax mediterranei 	Haloferax 	Haloferacaceae 	Haloferacales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	3826
309800	Haloferax volcanii 	Haloferax 	Haloferacaceae 	Haloferacales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	3996
469382	Halogeometricum borinquense 	Halogeometricum 	Haloferacaceae 	Haloferacales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	3894
362976	Haloquadratum walsbyi 	Haloquadratum 	Haloferacaceae 	Haloferacales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	2558
416348	Halorubrum lacusprofundi 	Halorubrum 	Halorubraceae 	Haloferacales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	3495
63740	Halorubrum vacuolatum 	Halorubrum 	Halorubraceae 	Haloferacales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	3371
797210	Halopiger xanaduensis 	Halopiger 	Natrialbaceae 	Natrialbales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	4221
543526	Haloterrigena turkmenica 	Haloterrigena 	Natrialbaceae 	Natrialbales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	5113
797302	Halovivax ruber 	Halovivax 	Natrialbaceae 	Natrialbales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	3099
29540	Natrialba asiatica 	Natrialba 	Natrialbaceae 	Natrialbales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	4175
547559	Natrialba magadii 	Natrialba 	Natrialbaceae 	Natrialbales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	4203
797303	Natrinema pellirubrum 	Natrinema 	Natrialbaceae 	Natrialbales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	4138
406552	Natrinema sp. J7-2 	Natrinema 	Natrialbaceae 	Natrialbales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	4296
797304	Natronobacterium gregoryi 	Natronobacterium 	Natrialbaceae 	Natrialbales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	3624
877455	Methanobacterium lacus 	Methanobacterium 	Methanobacteriaceae 	Methanobacteriales 	Methanobacteria 	Euryarchaeota 	NA 	Archaea	2493
868131	Methanobacterium paludis 	Methanobacterium 	Methanobacteriaceae 	Methanobacteriales 	Methanobacteria 	Euryarchaeota 	NA 	Archaea	2394
634498	Methanobrevibacter ruminantium 	Methanobrevibacter 	Methanobacteriaceae 	Methanobacteriales 	Methanobacteria 	Euryarchaeota 	NA 	Archaea	2209
420247	Methanobrevibacter smithii 	Methanobrevibacter 	Methanobacteriaceae 	Methanobacteriales 	Methanobacteria 	Euryarchaeota 	NA 	Archaea	1783
339860	Methanosphaera stadtmanae 	Methanosphaera 	Methanobacteriaceae 	Methanobacteriales 	Methanobacteria 	Euryarchaeota 	NA 	Archaea	1533
187420	Methanothermobacter thermautotrophicus 	Methanothermobacter 	Methanobacteriaceae 	Methanobacteriales 	Methanobacteria 	Euryarchaeota 	NA 	Archaea	1868
523846	Methanothermus fervidus 	Methanothermus 	Methanothermaceae 	Methanobacteriales 	Methanobacteria 	Euryarchaeota 	NA 	Archaea	1283
573063	Methanocaldococcus infernus 	Methanocaldococcus 	Methanocaldococcaceae 	Methanococcales 	Methanococci 	Euryarchaeota 	NA 	Archaea	1439
243232	Methanocaldococcus jannaschii 	Methanocaldococcus 	Methanocaldococcaceae 	Methanococcales 	Methanococci 	Euryarchaeota 	NA 	Archaea	1787
880724	Methanotorris igneus 	Methanotorris 	Methanocaldococcaceae 	Methanococcales 	Methanococci 	Euryarchaeota 	NA 	Archaea	1753
419665	Methanococcus aeolicus 	Methanococcus 	Methanococcaceae 	Methanococcales 	Methanococci 	Euryarchaeota 	NA 	Archaea	1490
267377	Methanococcus maripaludis 	Methanococcus 	Methanococcaceae 	Methanococcales 	Methanococci 	Euryarchaeota 	NA 	Archaea	1722
456320	Methanococcus voltae 	Methanococcus 	Methanococcaceae 	Methanococcales 	Methanococci 	Euryarchaeota 	NA 	Archaea	1658
351160	Methanocella arvoryzae 	Methanocella 	Methanocellaceae 	Methanocellales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	3071
304371	Methanocella paludicola 	Methanocella 	Methanocellaceae 	Methanocellales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	2993
410358	Methanocorpusculum labreanum 	Methanocorpusculum 	Methanocorpusculaceae 	Methanomicrobiales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	1739
1201294	Methanoculleus bourgensis 	Methanoculleus 	Methanomicrobiaceae 	Methanomicrobiales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	2575
368407	Methanoculleus marisnigri 	Methanoculleus 	Methanomicrobiaceae 	Methanomicrobiales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	2476
679926	Methanolacinia petrolearia 	Methanolacinia 	Methanomicrobiaceae 	Methanomicrobiales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	2779
456442	Methanoregula boonei 	Methanoregula 	Methanoregulaceae 	Methanomicrobiales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	2450
593750	Methanoregula formicica 	Methanoregula 	Methanoregulaceae 	Methanomicrobiales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	2815
521011	Methanosphaerula palustris 	Methanosphaerula 	Methanoregulaceae 	Methanomicrobiales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	2655
323259	Methanospirillum hungatei 	Methanospirillum 	Methanospirillaceae 	Methanomicrobiales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	3087
259564	Methanococcoides burtonii 	Methanococcoides 	Methanosarcinaceae 	Methanosarcinales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	2242
644295	Methanohalobium evestigatum 	Methanohalobium 	Methanosarcinaceae 	Methanosarcinales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	2250
547558	Methanohalophilus mahii 	Methanohalophilus 	Methanosarcinaceae 	Methanosarcinales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	1986
2221	Methanolobus tindarius 	Methanolobus 	Methanosarcinaceae 	Methanosarcinales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	2912
867904	Methanomethylovorans hollandica 	Methanomethylovorans 	Methanosarcinaceae 	Methanosarcinales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	2551
679901	Methanosalsum zhilinae 	Methanosalsum 	Methanosarcinaceae 	Methanosarcinales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	1972
188937	Methanosarcina acetivorans 	Methanosarcina 	Methanosarcinaceae 	Methanosarcinales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	4468
2208	Methanosarcina barkeri 	Methanosarcina 	Methanosarcinaceae 	Methanosarcinales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	3460
269797	Methanosarcina barkeri 	Methanosarcina 	Methanosarcinaceae 	Methanosarcinales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	3616
192952	Methanosarcina mazei 	Methanosarcina 	Methanosarcinaceae 	Methanosarcinales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	3303
1110509	Methanosaeta harundinacea 	Methanothrix 	Methanotrichaceae 	Methanosarcinales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	2358
990316	Methanothrix soehngenii 	Methanothrix 	Methanotrichaceae 	Methanosarcinales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	2791
349307	Methanothrix thermoacetophila 	Methanothrix 	Methanotrichaceae 	Methanosarcinales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	1673
190192	Methanopyrus kandleri 	Methanopyrus 	Methanopyraceae 	Methanopyrales 	Methanopyri 	Euryarchaeota 	NA 	Archaea	1687
439481	Aciduliprofundum boonei 	Aciduliprofundum 	NA 	NA 	NA 	Euryarchaeota 	NA 	Archaea	1539
28890	NA 	NA 	NA 	NA 	NA 	Euryarchaeota 	NA 	Archaea	474391
889948	Candidatus Nanosalina sp. J07AB43 	Candidatus Nanosalina 	NA 	NA 	Nanohaloarchaea 	Euryarchaeota 	NA 	Archaea	1673
889962	Candidatus Nanosalinarum sp. J07AB56 	Candidatus Nanosalinarum 	NA 	NA 	Nanohaloarchaea 	Euryarchaeota 	NA 	Archaea	1402
1072681	Candidatus Haloredivivus sp. G17 	NA 	NA 	NA 	Nanohaloarchaea 	Euryarchaeota 	NA 	Archaea	2152
186497	Pyrococcus furiosus 	Pyrococcus 	Thermococcaceae 	Thermococcales 	Thermococci 	Euryarchaeota 	NA 	Archaea	2045
70601	Pyrococcus horikoshii 	Pyrococcus 	Thermococcaceae 	Thermococcales 	Thermococci 	Euryarchaeota 	NA 	Archaea	2073
529709	Pyrococcus yayanosii 	Pyrococcus 	Thermococcaceae 	Thermococcales 	Thermococci 	Euryarchaeota 	NA 	Archaea	1865
2264	Thermococcus celer 	Thermococcus 	Thermococcaceae 	Thermococcales 	Thermococci 	Euryarchaeota 	NA 	Archaea	1903
593117	Thermococcus gammatolerans 	Thermococcus 	Thermococcaceae 	Thermococcales 	Thermococci 	Euryarchaeota 	NA 	Archaea	2155
69014	Thermococcus kodakarensis 	Thermococcus 	Thermococcaceae 	Thermococcales 	Thermococci 	Euryarchaeota 	NA 	Archaea	2300
523850	Thermococcus onnurineus 	Thermococcus 	Thermococcaceae 	Thermococcales 	Thermococci 	Euryarchaeota 	NA 	Archaea	1976
604354	Thermococcus sibiricus 	Thermococcus 	Thermococcaceae 	Thermococcales 	Thermococci 	Euryarchaeota 	NA 	Archaea	2035
1042877	Thermococcus sp. 4557 	Thermococcus 	Thermococcaceae 	Thermococcales 	Thermococci 	Euryarchaeota 	NA 	Archaea	2133
1236689	Candidatus Methanomethylophilus alvus 	Candidatus Methanomethylophilus 	Candidatus Methanomethylophilaceae 	Methanomassiliicoccales 	Thermoplasmata 	Euryarchaeota 	NA 	Archaea	1643
1295009	Candidatus Methanomassiliicoccus intestinalis 	Methanomassiliicoccus 	Methanomassiliicoccaceae 	Methanomassiliicoccales 	Thermoplasmata 	Euryarchaeota 	NA 	Archaea	1826
97393	Ferroplasma acidarmanus 	Ferroplasma 	Ferroplasmaceae 	Thermoplasmatales 	Thermoplasmata 	Euryarchaeota 	NA 	Archaea	1927
1054217	Thermoplasmatales archaeon BRNA1 	NA 	NA 	Thermoplasmatales 	Thermoplasmata 	Euryarchaeota 	NA 	Archaea	1528
263820	Picrophilus torridus 	Picrophilus 	Picrophilaceae 	Thermoplasmatales 	Thermoplasmata 	Euryarchaeota 	NA 	Archaea	1535
273075	Thermoplasma acidophilum 	Thermoplasma 	Thermoplasmataceae 	Thermoplasmatales 	Thermoplasmata 	Euryarchaeota 	NA 	Archaea	1481
1579370	archaeon GW2011_AR10 	NA 	NA 	NA 	NA 	NA 	NA 	Archaea	1339
1579373	archaeon GW2011_AR15 	NA 	NA 	NA 	NA 	NA 	NA 	Archaea	1308
2157	NA 	NA 	NA 	NA 	NA 	NA 	NA 	Archaea	149548
228908	Nanoarchaeum equitans 	Nanoarchaeum 	Nanoarchaeaceae 	Nanoarchaeales 	NA 	Nanoarchaeota 	NA 	Archaea	536
414004	Cenarchaeum symbiosum 	Cenarchaeum 	Cenarchaeaceae 	Cenarchaeales 	NA 	Thaumarchaeota 	NA 	Archaea	2022
436308	Nitrosopumilus maritimus 	Nitrosopumilus 	Nitrosopumilaceae 	Nitrosopumilales 	NA 	Thaumarchaeota 	NA 	Archaea	1795
1237085	Candidatus Nitrososphaera gargensis 	Nitrososphaera 	Nitrososphaeraceae 	Nitrososphaerales 	Nitrososphaeria 	Thaumarchaeota 	NA 	Archaea	3523
240015	Acidobacterium capsulatum 	Acidobacterium 	Acidobacteriaceae 	Acidobacteriales 	Acidobacteriia 	Acidobacteria 	NA 	Bacteria	3363
204669	Candidatus Koribacter versatilis 	Candidatus Koribacter 	Acidobacteriaceae 	Acidobacteriales 	Acidobacteriia 	Acidobacteria 	NA 	Bacteria	4770
682795	Granulicella mallensis 	Granulicella 	Acidobacteriaceae 	Acidobacteriales 	Acidobacteriia 	Acidobacteria 	NA 	Bacteria	4804
1198114	Granulicella tundricola 	Granulicella 	Acidobacteriaceae 	Acidobacteriales 	Acidobacteriia 	Acidobacteria 	NA 	Bacteria	4514
926566	Terriglobus roseus 	Terriglobus 	Acidobacteriaceae 	Acidobacteriales 	Acidobacteriia 	Acidobacteria 	NA 	Bacteria	3936
401053	Terriglobus saanensis 	Terriglobus 	Acidobacteriaceae 	Acidobacteriales 	Acidobacteriia 	Acidobacteria 	NA 	Bacteria	4177
234267	Candidatus Solibacter usitatus 	Candidatus Solibacter 	Solibacteraceae 	Bryobacterales 	Acidobacteriia 	Acidobacteria 	NA 	Bacteria	7761
981222	Chloracidobacterium thermophilum 	Chloracidobacterium 	NA 	NA 	Blastocatellia 	Acidobacteria 	NA 	Bacteria	3053
525909	Acidimicrobium ferrooxidans 	Acidimicrobium 	Acidimicrobiaceae 	Acidimicrobiales 	Acidimicrobiia 	Actinobacteria 	NA 	Bacteria	1935
351607	Acidothermus cellulolyticus 	Acidothermus 	Acidothermaceae 	Acidothermales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	2157
644284	Arcanobacterium haemolyticum 	Arcanobacterium 	Actinomycetaceae 	Actinomycetales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	1717
548479	Mobiluncus curtisii 	Mobiluncus 	Actinomycetaceae 	Actinomycetales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	1902
2037	NA 	NA 	NA 	Actinomycetales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	82429
367928	Bifidobacterium adolescentis 	Bifidobacterium 	Bifidobacteriaceae 	Bifidobacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	1628
442563	Bifidobacterium animalis 	Bifidobacterium 	Bifidobacteriaceae 	Bifidobacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	1525
1147128	Bifidobacterium asteroides 	Bifidobacterium 	Bifidobacteriaceae 	Bifidobacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	1653
1681	Bifidobacterium bifidum 	Bifidobacterium 	Bifidobacteriaceae 	Bifidobacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	1834
1685	Bifidobacterium breve 	Bifidobacterium 	Bifidobacteriaceae 	Bifidobacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	2262
401473	Bifidobacterium dentium 	Bifidobacterium 	Bifidobacteriaceae 	Bifidobacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	2121
206672	Bifidobacterium longum 	Bifidobacterium 	Bifidobacteriaceae 	Bifidobacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	1724
2702	Gardnerella vaginalis 	Gardnerella 	Bifidobacteriaceae 	Bifidobacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	1166
525284	Gardnerella vaginalis 	Gardnerella 	Bifidobacteriaceae 	Bifidobacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	1364
31953	NA 	NA 	Bifidobacteriaceae 	Bifidobacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	68367
78258	Parascardovia denticolens 	Parascardovia 	Bifidobacteriaceae 	Bifidobacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	1679
78259	Scardovia inopinata 	Scardovia 	Bifidobacteriaceae 	Bifidobacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	1482
479433	Catenulispora acidiphila 	Catenulispora 	Catenulisporaceae 	Catenulisporales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	8909
548476	Corynebacterium aurimucosum 	Corynebacterium 	Corynebacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	2528
257309	Corynebacterium diphtheriae 	Corynebacterium 	Corynebacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	2265
196164	Corynebacterium efficiens 	Corynebacterium 	Corynebacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	2939
28028	Corynebacterium flavescens 	Corynebacterium 	Corynebacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	2152
196627	Corynebacterium glutamicum 	Corynebacterium 	Corynebacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	3091
306537	Corynebacterium jeikeium 	Corynebacterium 	Corynebacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	2064
645127	Corynebacterium kroppenstedtii 	Corynebacterium 	Corynebacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	2018
525263	Corynebacterium lipophiloflavum 	Corynebacterium 	Corynebacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	2371
681645	Corynebacterium pseudotuberculosis 	Corynebacterium 	Corynebacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	2089
662755	Corynebacterium resistens 	Corynebacterium 	Corynebacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	2160
43770	Corynebacterium striatum 	Corynebacterium 	Corynebacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	2666
504474	Corynebacterium urealyticum 	Corynebacterium 	Corynebacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	2009
858619	Corynebacterium variabile 	Corynebacterium 	Corynebacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	2972
1653	NA 	NA 	Corynebacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	128945
526226	Gordonia bronchialis 	Gordonia 	Gordoniaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	4628
1112204	Gordonia polyisoprenivorans 	Gordonia 	Gordoniaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	5097
443218	Hoyosella subflava 	Hoyosella 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	4703
1790	Mycobacterium asiaticum 	Mycobacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	4763
1764	Mycobacterium avium 	Mycobacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	5866
262316	Mycobacterium avium 	Mycobacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	4315
28045	Mycobacterium celatum 	Mycobacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	4310
1778	Mycobacterium gordonae 	Mycobacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	6407
1768	Mycobacterium kansasii 	Mycobacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	19922
272631	Mycobacterium leprae 	Mycobacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	1603
1780	Mycobacterium malmoense 	Mycobacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	4971
216594	Mycobacterium marinum 	Mycobacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	5418
1783	Mycobacterium scrofulaceum 	Mycobacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	4948
29313	Mycobacterium shimoidei 	Mycobacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	4326
189918	Mycobacterium sp. KMS 	Mycobacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	5893
1773	Mycobacterium tuberculosis 	Mycobacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	3671
83332	Mycobacterium tuberculosis 	Mycobacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	3993
1809	Mycobacterium ulcerans 	Mycobacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	9033
1789	Mycobacterium xenopi 	Mycobacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	14394
1774	Mycobacteroides chelonae 	Mycobacteroides 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	4488
875328	Mycolicibacter sinensis 	Mycolicibacter 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	4332
36811	Mycolicibacterium agri 	Mycolicibacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	6452
710421	Mycolicibacterium chubuense 	Mycolicibacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	5779
1793	Mycolicibacterium fallax 	Mycolicibacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	3787
350054	Mycolicibacterium gilvum 	Mycolicibacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	5499
