taxid	species	genus	family	order	class	phylum	kingdom	superkingdom	count
374847	Candidatus Korarchaeum cryptofilum 	Candidatus Korarchaeum 	NA 	NA 	NA 	Candidatus Korarchaeota 	NA 	Archaea	284
662761	Candidatus Parvarchaeum acidophilus 	Candidatus Parvarchaeum 	NA 	NA 	NA 	Candidatus Parvarchaeota 	NA 	Archaea	1
28889	NA 	NA 	NA 	NA 	NA 	Crenarchaeota 	NA 	Archaea	57
666510	Acidilobus saccharovorans 	Acidilobus 	Acidilobaceae 	Acidilobales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	232
1056495	Caldisphaera lagunensis 	Caldisphaera 	Caldisphaeraceae 	Acidilobales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	248
272557	Aeropyrum pernix 	Aeropyrum 	Desulfurococcaceae 	Desulfurococcales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	674
490899	Desulfurococcus amylolyticus 	Desulfurococcus 	Desulfurococcaceae 	Desulfurococcales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	247
453591	Ignicoccus hospitalis 	Ignicoccus 	Desulfurococcaceae 	Desulfurococcales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	344
583356	Ignisphaera aggregans 	Ignisphaera 	Desulfurococcaceae 	Desulfurococcales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	296
399550	Staphylothermus marinus 	Staphylothermus 	Desulfurococcaceae 	Desulfurococcales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	375
1184251	Thermogladius calderae 	Thermogladius 	Desulfurococcaceae 	Desulfurococcales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	237
633148	Thermosphaera aggregans 	Thermosphaera 	Desulfurococcaceae 	Desulfurococcales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	218
415426	Hyperthermus butylicus 	Hyperthermus 	Pyrodictiaceae 	Desulfurococcales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	381
2309	Pyrodictium occultum 	Pyrodictium 	Pyrodictiaceae 	Desulfurococcales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	4
694429	Pyrolobus fumarii 	Pyrolobus 	Pyrodictiaceae 	Desulfurococcales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	267
1163730	Fervidicoccus fontis 	Fervidicoccus 	Fervidicoccaceae 	Fervidicoccales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	253
933801	Acidianus hospitalis 	Acidianus 	Sulfolobaceae 	Sulfolobales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	300
399549	Metallosphaera sedula 	Metallosphaera 	Sulfolobaceae 	Sulfolobales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	465
273057	Saccharolobus solfataricus 	Saccharolobus 	Sulfolobaceae 	Sulfolobales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	831
330779	Sulfolobus acidocaldarius 	Sulfolobus 	Sulfolobaceae 	Sulfolobales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	461
273063	Sulfurisphaera tokodaii 	Sulfurisphaera 	Sulfolobaceae 	Sulfolobales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	676
368408	Thermofilum pendens 	Thermofilum 	Thermofilaceae 	Thermoproteales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	425
397948	Caldivirga maquilingensis 	Caldivirga 	Thermoproteaceae 	Thermoproteales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	411
178306	Pyrobaculum aerophilum 	Pyrobaculum 	Thermoproteaceae 	Thermoproteales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	617
340102	Pyrobaculum arsenaticum 	Pyrobaculum 	Thermoproteaceae 	Thermoproteales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	10
768679	Thermoproteus tenax 	Thermoproteus 	Thermoproteaceae 	Thermoproteales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	270
572478	Vulcanisaeta distributa 	Vulcanisaeta 	Thermoproteaceae 	Thermoproteales 	Thermoprotei 	Crenarchaeota 	NA 	Archaea	309
224325	Archaeoglobus fulgidus 	Archaeoglobus 	Archaeoglobaceae 	Archaeoglobales 	Archaeoglobi 	Euryarchaeota 	NA 	Archaea	1458
572546	Archaeoglobus profundus 	Archaeoglobus 	Archaeoglobaceae 	Archaeoglobales 	Archaeoglobi 	Euryarchaeota 	NA 	Archaea	303
693661	Archaeoglobus veneficus 	Archaeoglobus 	Archaeoglobaceae 	Archaeoglobales 	Archaeoglobi 	Euryarchaeota 	NA 	Archaea	331
589924	Ferroglobus placidus 	Ferroglobus 	Archaeoglobaceae 	Archaeoglobales 	Archaeoglobi 	Euryarchaeota 	NA 	Archaea	385
272569	Haloarcula marismortui 	Haloarcula 	Haloarculaceae 	Halobacteriales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	714
485914	Halomicrobium mukohataei 	Halomicrobium 	Haloarculaceae 	Halobacteriales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	403
268739	Natronomonas moolapensis 	Natronomonas 	Haloarculaceae 	Halobacteriales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	247
348780	Natronomonas pharaonis 	Natronomonas 	Haloarculaceae 	Halobacteriales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	461
795797	Halalkalicoccus jeotgali 	Halalkalicoccus 	Halobacteriaceae 	Halobacteriales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	423
64091	Halobacterium salinarum 	Halobacterium 	Halobacteriaceae 	Halobacteriales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	734
309800	Haloferax volcanii 	Haloferax 	Haloferacaceae 	Haloferacales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	381
469382	Halogeometricum borinquense 	Halogeometricum 	Haloferacaceae 	Haloferacales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	451
362976	Haloquadratum walsbyi 	Haloquadratum 	Haloferacaceae 	Haloferacales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	456
416348	Halorubrum lacusprofundi 	Halorubrum 	Halorubraceae 	Haloferacales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	468
63740	Halorubrum vacuolatum 	Halorubrum 	Halorubraceae 	Haloferacales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	2
797210	Halopiger xanaduensis 	Halopiger 	Natrialbaceae 	Natrialbales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	273
543526	Haloterrigena turkmenica 	Haloterrigena 	Natrialbaceae 	Natrialbales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	413
797302	Halovivax ruber 	Halovivax 	Natrialbaceae 	Natrialbales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	282
29540	Natrialba asiatica 	Natrialba 	Natrialbaceae 	Natrialbales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	2
547559	Natrialba magadii 	Natrialba 	Natrialbaceae 	Natrialbales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	314
797303	Natrinema pellirubrum 	Natrinema 	Natrialbaceae 	Natrialbales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	202
406552	Natrinema sp. J7-2 	Natrinema 	Natrialbaceae 	Natrialbales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	162
797304	Natronobacterium gregoryi 	Natronobacterium 	Natrialbaceae 	Natrialbales 	Halobacteria 	Euryarchaeota 	NA 	Archaea	230
877455	Methanobacterium lacus 	Methanobacterium 	Methanobacteriaceae 	Methanobacteriales 	Methanobacteria 	Euryarchaeota 	NA 	Archaea	36
868131	Methanobacterium paludis 	Methanobacterium 	Methanobacteriaceae 	Methanobacteriales 	Methanobacteria 	Euryarchaeota 	NA 	Archaea	449
634498	Methanobrevibacter ruminantium 	Methanobrevibacter 	Methanobacteriaceae 	Methanobacteriales 	Methanobacteria 	Euryarchaeota 	NA 	Archaea	471
420247	Methanobrevibacter smithii 	Methanobrevibacter 	Methanobacteriaceae 	Methanobacteriales 	Methanobacteria 	Euryarchaeota 	NA 	Archaea	518
339860	Methanosphaera stadtmanae 	Methanosphaera 	Methanobacteriaceae 	Methanobacteriales 	Methanobacteria 	Euryarchaeota 	NA 	Archaea	507
187420	Methanothermobacter thermautotrophicus 	Methanothermobacter 	Methanobacteriaceae 	Methanobacteriales 	Methanobacteria 	Euryarchaeota 	NA 	Archaea	1321
523846	Methanothermus fervidus 	Methanothermus 	Methanothermaceae 	Methanobacteriales 	Methanobacteria 	Euryarchaeota 	NA 	Archaea	385
573063	Methanocaldococcus infernus 	Methanocaldococcus 	Methanocaldococcaceae 	Methanococcales 	Methanococci 	Euryarchaeota 	NA 	Archaea	15
243232	Methanocaldococcus jannaschii 	Methanocaldococcus 	Methanocaldococcaceae 	Methanococcales 	Methanococci 	Euryarchaeota 	NA 	Archaea	1185
880724	Methanotorris igneus 	Methanotorris 	Methanocaldococcaceae 	Methanococcales 	Methanococci 	Euryarchaeota 	NA 	Archaea	4
419665	Methanococcus aeolicus 	Methanococcus 	Methanococcaceae 	Methanococcales 	Methanococci 	Euryarchaeota 	NA 	Archaea	470
267377	Methanococcus maripaludis 	Methanococcus 	Methanococcaceae 	Methanococcales 	Methanococci 	Euryarchaeota 	NA 	Archaea	603
456320	Methanococcus voltae 	Methanococcus 	Methanococcaceae 	Methanococcales 	Methanococci 	Euryarchaeota 	NA 	Archaea	364
351160	Methanocella arvoryzae 	Methanocella 	Methanocellaceae 	Methanocellales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	753
304371	Methanocella paludicola 	Methanocella 	Methanocellaceae 	Methanocellales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	513
410358	Methanocorpusculum labreanum 	Methanocorpusculum 	Methanocorpusculaceae 	Methanomicrobiales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	477
1201294	Methanoculleus bourgensis 	Methanoculleus 	Methanomicrobiaceae 	Methanomicrobiales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	10
368407	Methanoculleus marisnigri 	Methanoculleus 	Methanomicrobiaceae 	Methanomicrobiales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	643
679926	Methanolacinia petrolearia 	Methanolacinia 	Methanomicrobiaceae 	Methanomicrobiales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	422
456442	Methanoregula boonei 	Methanoregula 	Methanoregulaceae 	Methanomicrobiales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	536
593750	Methanoregula formicica 	Methanoregula 	Methanoregulaceae 	Methanomicrobiales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	396
521011	Methanosphaerula palustris 	Methanosphaerula 	Methanoregulaceae 	Methanomicrobiales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	500
323259	Methanospirillum hungatei 	Methanospirillum 	Methanospirillaceae 	Methanomicrobiales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	827
259564	Methanococcoides burtonii 	Methanococcoides 	Methanosarcinaceae 	Methanosarcinales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	632
644295	Methanohalobium evestigatum 	Methanohalobium 	Methanosarcinaceae 	Methanosarcinales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	489
547558	Methanohalophilus mahii 	Methanohalophilus 	Methanosarcinaceae 	Methanosarcinales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	457
2221	Methanolobus tindarius 	Methanolobus 	Methanosarcinaceae 	Methanosarcinales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	1
867904	Methanomethylovorans hollandica 	Methanomethylovorans 	Methanosarcinaceae 	Methanosarcinales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	465
679901	Methanosalsum zhilinae 	Methanosalsum 	Methanosarcinaceae 	Methanosarcinales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	474
188937	Methanosarcina acetivorans 	Methanosarcina 	Methanosarcinaceae 	Methanosarcinales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	1405
2208	Methanosarcina barkeri 	Methanosarcina 	Methanosarcinaceae 	Methanosarcinales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	6
269797	Methanosarcina barkeri 	Methanosarcina 	Methanosarcinaceae 	Methanosarcinales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	66
192952	Methanosarcina mazei 	Methanosarcina 	Methanosarcinaceae 	Methanosarcinales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	170
1110509	Methanosaeta harundinacea 	Methanothrix 	Methanotrichaceae 	Methanosarcinales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	407
990316	Methanothrix soehngenii 	Methanothrix 	Methanotrichaceae 	Methanosarcinales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	412
349307	Methanothrix thermoacetophila 	Methanothrix 	Methanotrichaceae 	Methanosarcinales 	Methanomicrobia 	Euryarchaeota 	NA 	Archaea	499
190192	Methanopyrus kandleri 	Methanopyrus 	Methanopyraceae 	Methanopyrales 	Methanopyri 	Euryarchaeota 	NA 	Archaea	681
439481	Aciduliprofundum boonei 	Aciduliprofundum 	NA 	NA 	NA 	Euryarchaeota 	NA 	Archaea	338
28890	NA 	NA 	NA 	NA 	NA 	Euryarchaeota 	NA 	Archaea	5988
1072681	Candidatus Haloredivivus sp. G17 	NA 	NA 	NA 	Nanohaloarchaea 	Euryarchaeota 	NA 	Archaea	2
186497	Pyrococcus furiosus 	Pyrococcus 	Thermococcaceae 	Thermococcales 	Thermococci 	Euryarchaeota 	NA 	Archaea	617
70601	Pyrococcus horikoshii 	Pyrococcus 	Thermococcaceae 	Thermococcales 	Thermococci 	Euryarchaeota 	NA 	Archaea	213
529709	Pyrococcus yayanosii 	Pyrococcus 	Thermococcaceae 	Thermococcales 	Thermococci 	Euryarchaeota 	NA 	Archaea	8
2264	Thermococcus celer 	Thermococcus 	Thermococcaceae 	Thermococcales 	Thermococci 	Euryarchaeota 	NA 	Archaea	2
593117	Thermococcus gammatolerans 	Thermococcus 	Thermococcaceae 	Thermococcales 	Thermococci 	Euryarchaeota 	NA 	Archaea	10
69014	Thermococcus kodakarensis 	Thermococcus 	Thermococcaceae 	Thermococcales 	Thermococci 	Euryarchaeota 	NA 	Archaea	543
523850	Thermococcus onnurineus 	Thermococcus 	Thermococcaceae 	Thermococcales 	Thermococci 	Euryarchaeota 	NA 	Archaea	11
604354	Thermococcus sibiricus 	Thermococcus 	Thermococcaceae 	Thermococcales 	Thermococci 	Euryarchaeota 	NA 	Archaea	9
1042877	Thermococcus sp. 4557 	Thermococcus 	Thermococcaceae 	Thermococcales 	Thermococci 	Euryarchaeota 	NA 	Archaea	1
1236689	Candidatus Methanomethylophilus alvus 	Candidatus Methanomethylophilus 	Candidatus Methanomethylophilaceae 	Methanomassiliicoccales 	Thermoplasmata 	Euryarchaeota 	NA 	Archaea	262
1295009	Candidatus Methanomassiliicoccus intestinalis 	Methanomassiliicoccus 	Methanomassiliicoccaceae 	Methanomassiliicoccales 	Thermoplasmata 	Euryarchaeota 	NA 	Archaea	402
97393	Ferroplasma acidarmanus 	Ferroplasma 	Ferroplasmaceae 	Thermoplasmatales 	Thermoplasmata 	Euryarchaeota 	NA 	Archaea	3
1054217	Thermoplasmatales archaeon BRNA1 	NA 	NA 	Thermoplasmatales 	Thermoplasmata 	Euryarchaeota 	NA 	Archaea	228
263820	Picrophilus torridus 	Picrophilus 	Picrophilaceae 	Thermoplasmatales 	Thermoplasmata 	Euryarchaeota 	NA 	Archaea	425
273075	Thermoplasma acidophilum 	Thermoplasma 	Thermoplasmataceae 	Thermoplasmatales 	Thermoplasmata 	Euryarchaeota 	NA 	Archaea	542
1579370	archaeon GW2011_AR10 	NA 	NA 	NA 	NA 	NA 	NA 	Archaea	8
1579373	archaeon GW2011_AR15 	NA 	NA 	NA 	NA 	NA 	NA 	Archaea	5
2157	NA 	NA 	NA 	NA 	NA 	NA 	NA 	Archaea	605
228908	Nanoarchaeum equitans 	Nanoarchaeum 	Nanoarchaeaceae 	Nanoarchaeales 	NA 	Nanoarchaeota 	NA 	Archaea	130
414004	Cenarchaeum symbiosum 	Cenarchaeum 	Cenarchaeaceae 	Cenarchaeales 	NA 	Thaumarchaeota 	NA 	Archaea	306
436308	Nitrosopumilus maritimus 	Nitrosopumilus 	Nitrosopumilaceae 	Nitrosopumilales 	NA 	Thaumarchaeota 	NA 	Archaea	388
1237085	Candidatus Nitrososphaera gargensis 	Nitrososphaera 	Nitrososphaeraceae 	Nitrososphaerales 	Nitrososphaeria 	Thaumarchaeota 	NA 	Archaea	336
240015	Acidobacterium capsulatum 	Acidobacterium 	Acidobacteriaceae 	Acidobacteriales 	Acidobacteriia 	Acidobacteria 	NA 	Bacteria	670
204669	Candidatus Koribacter versatilis 	Candidatus Koribacter 	Acidobacteriaceae 	Acidobacteriales 	Acidobacteriia 	Acidobacteria 	NA 	Bacteria	1205
682795	Granulicella mallensis 	Granulicella 	Acidobacteriaceae 	Acidobacteriales 	Acidobacteriia 	Acidobacteria 	NA 	Bacteria	668
1198114	Granulicella tundricola 	Granulicella 	Acidobacteriaceae 	Acidobacteriales 	Acidobacteriia 	Acidobacteria 	NA 	Bacteria	615
926566	Terriglobus roseus 	Terriglobus 	Acidobacteriaceae 	Acidobacteriales 	Acidobacteriia 	Acidobacteria 	NA 	Bacteria	524
401053	Terriglobus saanensis 	Terriglobus 	Acidobacteriaceae 	Acidobacteriales 	Acidobacteriia 	Acidobacteria 	NA 	Bacteria	583
234267	Candidatus Solibacter usitatus 	Candidatus Solibacter 	Solibacteraceae 	Bryobacterales 	Acidobacteriia 	Acidobacteria 	NA 	Bacteria	1794
981222	Chloracidobacterium thermophilum 	Chloracidobacterium 	NA 	NA 	Blastocatellia 	Acidobacteria 	NA 	Bacteria	505
525909	Acidimicrobium ferrooxidans 	Acidimicrobium 	Acidimicrobiaceae 	Acidimicrobiales 	Acidimicrobiia 	Actinobacteria 	NA 	Bacteria	406
351607	Acidothermus cellulolyticus 	Acidothermus 	Acidothermaceae 	Acidothermales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	586
644284	Arcanobacterium haemolyticum 	Arcanobacterium 	Actinomycetaceae 	Actinomycetales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	337
548479	Mobiluncus curtisii 	Mobiluncus 	Actinomycetaceae 	Actinomycetales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	477
2037	NA 	NA 	NA 	Actinomycetales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	648
367928	Bifidobacterium adolescentis 	Bifidobacterium 	Bifidobacteriaceae 	Bifidobacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	293
442563	Bifidobacterium animalis 	Bifidobacterium 	Bifidobacteriaceae 	Bifidobacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	243
1147128	Bifidobacterium asteroides 	Bifidobacterium 	Bifidobacteriaceae 	Bifidobacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	285
1681	Bifidobacterium bifidum 	Bifidobacterium 	Bifidobacteriaceae 	Bifidobacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	188
1685	Bifidobacterium breve 	Bifidobacterium 	Bifidobacteriaceae 	Bifidobacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	4
401473	Bifidobacterium dentium 	Bifidobacterium 	Bifidobacteriaceae 	Bifidobacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	21
206672	Bifidobacterium longum 	Bifidobacterium 	Bifidobacteriaceae 	Bifidobacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	481
2702	Gardnerella vaginalis 	Gardnerella 	Bifidobacteriaceae 	Bifidobacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	1
525284	Gardnerella vaginalis 	Gardnerella 	Bifidobacteriaceae 	Bifidobacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	203
31953	NA 	NA 	Bifidobacteriaceae 	Bifidobacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	404
78258	Parascardovia denticolens 	Parascardovia 	Bifidobacteriaceae 	Bifidobacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	267
78259	Scardovia inopinata 	Scardovia 	Bifidobacteriaceae 	Bifidobacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	8
479433	Catenulispora acidiphila 	Catenulispora 	Catenulisporaceae 	Catenulisporales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	1248
548476	Corynebacterium aurimucosum 	Corynebacterium 	Corynebacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	399
257309	Corynebacterium diphtheriae 	Corynebacterium 	Corynebacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	514
196164	Corynebacterium efficiens 	Corynebacterium 	Corynebacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	612
28028	Corynebacterium flavescens 	Corynebacterium 	Corynebacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	1
196627	Corynebacterium glutamicum 	Corynebacterium 	Corynebacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	690
306537	Corynebacterium jeikeium 	Corynebacterium 	Corynebacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	443
645127	Corynebacterium kroppenstedtii 	Corynebacterium 	Corynebacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	394
525263	Corynebacterium lipophiloflavum 	Corynebacterium 	Corynebacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	10
681645	Corynebacterium pseudotuberculosis 	Corynebacterium 	Corynebacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	286
662755	Corynebacterium resistens 	Corynebacterium 	Corynebacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	297
43770	Corynebacterium striatum 	Corynebacterium 	Corynebacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	12
504474	Corynebacterium urealyticum 	Corynebacterium 	Corynebacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	354
858619	Corynebacterium variabile 	Corynebacterium 	Corynebacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	328
1653	NA 	NA 	Corynebacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	3008
526226	Gordonia bronchialis 	Gordonia 	Gordoniaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	531
1112204	Gordonia polyisoprenivorans 	Gordonia 	Gordoniaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	515
443218	Hoyosella subflava 	Hoyosella 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	598
1764	Mycobacterium avium 	Mycobacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	11
262316	Mycobacterium avium 	Mycobacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	656
28045	Mycobacterium celatum 	Mycobacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	1
1778	Mycobacterium gordonae 	Mycobacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	22
1768	Mycobacterium kansasii 	Mycobacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	19
272631	Mycobacterium leprae 	Mycobacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	471
1780	Mycobacterium malmoense 	Mycobacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	2
216594	Mycobacterium marinum 	Mycobacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	816
1783	Mycobacterium scrofulaceum 	Mycobacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	1
29313	Mycobacterium shimoidei 	Mycobacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	1
189918	Mycobacterium sp. KMS 	Mycobacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	36
1773	Mycobacterium tuberculosis 	Mycobacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	10
83332	Mycobacterium tuberculosis 	Mycobacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	1735
1809	Mycobacterium ulcerans 	Mycobacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	6
1789	Mycobacterium xenopi 	Mycobacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	24
1774	Mycobacteroides chelonae 	Mycobacteroides 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	2
875328	Mycolicibacter sinensis 	Mycolicibacter 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	497
710421	Mycolicibacterium chubuense 	Mycolicibacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	1
1793	Mycolicibacterium fallax 	Mycolicibacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	1
350054	Mycolicibacterium gilvum 	Mycolicibacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	18
1122247	Mycolicibacterium hassiacum 	Mycolicibacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	26
1795	Mycolicibacterium neoaurum 	Mycolicibacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	492
1771	Mycolicibacterium phlei 	Mycolicibacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	26
36814	Mycolicibacterium rhodesiae 	Mycolicibacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	3
710685	Mycolicibacterium rhodesiae 	Mycolicibacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	496
246196	Mycolicibacterium smegmatis 	Mycolicibacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	950
1078020	Mycolicibacterium thermoresistibile 	Mycolicibacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	20
1810	Mycolicibacterium vaccae 	Mycolicibacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	9
350058	Mycolicibacterium vanbaalenii 	Mycolicibacterium 	Mycobacteriaceae 	Corynebacteriales 	Actinobacteria 	Actinobacteria 	NA 	Bacteria	744
